Заголовок,Slug,Collection ID,Item ID,Created On,Updated On,Published On,Текст новости,Обложка на странице новости (размер: 1695-600px),Превью,С картинкой?,Дата
Cрочное сообщение от директора,crochnoe-soobshchenie-ot-direktora,63e507244eda1e67644c7cf5,6499605660ef2bfe5174a526,Mon Jun 26 2023 09:54:30 GMT+0000 (Coordinated Universal Time),Mon Jun 26 2023 09:54:30 GMT+0000 (Coordinated Universal Time),Mon Jun 26 2023 09:54:37 GMT+0000 (Coordinated Universal Time),"<p id="""">Уважаемые зрители, оргкомитетом и администрацией музея делается все максимально возможное для того, чтобы все спектакли и концерты состоялись. Увы, даты переноса зависят от многих составляющих: график артистов, логистика, наличие свободного оборудования сцены и прочее. Надеемся на ваше понимание и с нетерпением ждем вас наших концертах.</p><p>‍</p><p id="""">С уважением, директор музея Игорь Корнилов</p><p>‍</p>",,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/6499602b19b50016c075435e_DSC_2773.webp,false,Mon Jun 26 2023 00:00:00 GMT+0000 (Coordinated Universal Time)
День памяти,den-pamyati,63e507244eda1e67644c7cf5,654907f9266c8741b754403d,Mon Nov 06 2023 15:36:25 GMT+0000 (Coordinated Universal Time),Wed Nov 08 2023 06:38:09 GMT+0000 (Coordinated Universal Time),Wed Nov 08 2023 06:38:09 GMT+0000 (Coordinated Universal Time),"<p id="""">6 ноября, прошел День памяти великого русского композитора Петра Ильича Чайковского. По традиции, этот день был наполнен музыкой. В доме Чайковского звучал рояль композитора. Студенты и преподаватели АМУ при Московской государственной консерватории имени П. И. Чайковского исполнили произведения клинского периода - романсы оp.73, пьесы для фортепиано op.72 и <a href=""https://vk.com/video231554911_456239412"">вокальный квартет ""Ночь""</a>. </p><p id="""">В концертном зале состоялся <em id="""">концерт Ансамбля скрипачей</em> Государственного академического Большого театра России «Приношение"". </p><p id="""">‍</p><p id="""">‍</p>",https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/654b2cce02e81aaab2264095_DSC_0189.JPG,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/654b2cc70ba29f4be6f4073a_DSC_9384.JPG,true,Mon Nov 06 2023 00:00:00 GMT+0000 (Coordinated Universal Time)
Дирижер Владимир Федосеев: 50 лет во главе Большого симфонического оркестра имени Чайковского,dirizher-vladimir-fedoseev-50-let-vo-glave-bolshogo-simfonicheskogo-orkestra-imeni-chaykovskogo,63e507244eda1e67644c7cf5,65a936c41545621889a98c23,Thu Jan 18 2024 14:33:40 GMT+0000 (Coordinated Universal Time),Fri Jan 19 2024 07:09:26 GMT+0000 (Coordinated Universal Time),Fri Jan 19 2024 07:09:26 GMT+0000 (Coordinated Universal Time),"<p id=""""><strong id="""">В ТАСС состоялась </strong><a href=""https://tass.ru/press/21927"" id=""""><strong id="""">пресс-конференция</strong></a><strong id="""">, посвященная торжественным мероприятиям в честь 50-летия работы Владимира Федосеева</strong> художественным руководителем Государственного академического Большого симфонического оркестра им. П. И. Чайковского. </p><p id="""">В конференции приняли участие друзья и коллеги Владимира Ивановича, в числе которых директор музея-заповедника П. И. Чайковского Игорь Корнилов.</p><figure class=""w-richtext-figure-type-image w-richtext-align-center"" data-rt-type=""image"" data-rt-align=""center"" data-rt-max-width=""""><div><img src=""https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/65a9368c0904d9c62ed88c47_2024-01-18_17-00-05.png"" loading=""lazy""></div></figure><figure class=""w-richtext-figure-type-image w-richtext-align-center"" data-rt-type=""image"" data-rt-align=""center""><div><img src=""https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/65a9364ecdc669e5942f43d5_2e5dbbe1-a5d3-4b35-8596-6763f8f5e92c.jpg"" loading=""lazy""></div></figure>",https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/65aa201e090ed1540b7056d8_f651029a-f474-4c7a-a257-a93b466e752a.jpg,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/65a9364ecdc669e5942f43d5_2e5dbbe1-a5d3-4b35-8596-6763f8f5e92c.jpg,true,Thu Jan 18 2024 00:00:00 GMT+0000 (Coordinated Universal Time)
График работы музея 28 июня 2023 года,grafik-raboty-muzeya-28-iyunya-2023-goda,63e507244eda1e67644c7cf5,649b4ca7efdd47493727f501,Tue Jun 27 2023 20:55:03 GMT+0000 (Coordinated Universal Time),Tue Jun 27 2023 20:55:03 GMT+0000 (Coordinated Universal Time),Tue Jun 27 2023 20:55:14 GMT+0000 (Coordinated Universal Time),"<p id="""">Уважаемые посетители!<br>28 июня музей работает:</p><p id="""">• Мемориальный комплекс, экспозиции и выставки — <br>с 16:00 до 20:00;<br>• Касса — с 16:00 до 20:00<br>• Сувенирный киоск — с 16:00 до 22:00<br>• Посещение выставок без экскурсионного обслуживания для всех категорий граждан с 16:00 до 20:00 осуществляется бесплатно по билетам на мероприятия IX Международного фестиваля искусств П. И. Чайковского.<br>• Посещение мемориального комплекса с 16:00 до 20:00 осуществляется только в составе экскурсионных групп по сеансам 16:00, 16:30, 17:00, 17:30, 18:00, 18:30, 19:00 для гостей IX Международного фестиваля искусств <br>П. И. Чайковского по билетам для сборных групп.</p><p>‍</p>",,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/649b4ca1c48ee841ecbb582f_DSCN6074.webp,false,Tue Jun 27 2023 00:00:00 GMT+0000 (Coordinated Universal Time)
Итоги международной научной конференции «П. И. Чайковский и его наследие в XIX-XXI веках: забытое и новое»,itogi-mezhdunarodnoy-nauchnoy-konferencii-p-i-chaykovskiy-i-ego-nasledie-v-xix-xxi-vekah-zabytoe-i-novoe,63e507244eda1e67644c7cf5,653cadacacd2104c5f5a94c2,Sat Oct 28 2023 06:43:56 GMT+0000 (Coordinated Universal Time),Sat Oct 28 2023 06:43:56 GMT+0000 (Coordinated Universal Time),Sat Oct 28 2023 06:43:56 GMT+0000 (Coordinated Universal Time),"<p id="""">В Государственном мемориальном музыкальном музее-заповеднике П. И. Чайковского закончилась международная научная конференция «П. И. Чайковский и его наследие в XIX-XXI веках: забытое и новое»., в которой принимали участие более 30 человек. Послушать доклады некоторых спикеров можно по <a href=""https://www.youtube.com/channel/UCmgs32k4xHBH0o17xHcwPHg"">ссылке</a> </p><p id="""">‍</p>",https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/653cad84c4c19f51ebe9cc54_%D0%BA%D0%BE%D0%BD%D1%84%D0%B5%D1%80%D0%B5%D0%BD%D1%86%D0%B8%D1%8F1.jpg,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/653cad77efe0c8de1263ae6e_photo_2023-10-28_09-34-29.jpg,false,Fri Oct 27 2023 00:00:00 GMT+0000 (Coordinated Universal Time)
IX Международный фестиваль искусств П.И. Чайковского. О ПЕРЕНОСЕ СПЕКТАКЛЯ 24 и 25 июня.,ix-mezhdunarodnyy-festival-iskusstv-p-i-chaykovskogo-o-perenose-spektaklya-24-iyunya,63e507244eda1e67644c7cf5,6496f87083eb9508ae7725a3,Sat Jun 24 2023 14:06:40 GMT+0000 (Coordinated Universal Time),Sun Jun 25 2023 08:26:09 GMT+0000 (Coordinated Universal Time),Sun Jun 25 2023 08:27:50 GMT+0000 (Coordinated Universal Time),"<p id="""">Уважаемые посетители!<br>В соответствии с Постановлением губернатора Московской области от 24.06.2023 № 153-ПГ «О введении отдельных ограничений, связанных с проведением на территории Московской области контртеррористической операции» мероприятия IX Международного фестиваля искусств П. И. Чайковского, запланированные к проведению 24 и 25 июня 2023 года <br>ПЕРЕНОСЯТСЯ<br> <br>Информация о новых датах мероприятий будет сообщена дополнительно. Следите за сайтом и социальными сетями музея-заповедника<br>Приносим свои извинения за доставленные неудобства и надеемся увидеть вас на наших концертах<br>С уважением, Оргкомитет фестиваля</p><p id="""">‍</p><p id="""">‍</p>",,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/6496f8696bea8a42510cc2ca_%D0%B8%D0%BD%D1%84.jpg,false,Sat Jun 24 2023 00:00:00 GMT+0000 (Coordinated Universal Time)
К Всемирному дню экскурсовода,k-vsemirnomu-dnyu-ekskursovoda,63e507244eda1e67644c7cf5,65cf23f57269627f5e2b9c08,Fri Feb 16 2024 08:59:33 GMT+0000 (Coordinated Universal Time),Fri Feb 16 2024 12:34:29 GMT+0000 (Coordinated Universal Time),Fri Feb 16 2024 12:34:29 GMT+0000 (Coordinated Universal Time),"<h5 id=""""><strong id="""">Всемирный день экскурсовода! </strong></h5><p id=""""><em id="""">Как профессиональные путешественники, так и начинающие туристы понимают, что встретить хорошего экскурсовода – настоящее счастье. Его умение подавать материал, страсть к своей профессии делают любую экскурсионную программу запоминающейся и насыщенной. Настоящий эксперт так ярко и вдохновенно рассказывает о различных достопримечательностях, что даже фотографии не могут передать всей глубины событий. Каждая деталь имеет значение!</em></p><p id="""">‍</p><h5 id="""">Наш музей подготовил<strong id=""""> программу 20-го февраля: </strong></h5><p id="""">‍</p><p id="""">12.00 - Обзорная экскурсия по мемориальному комплексу (сборная группа)</p><p id="""">15.00 - Тематическая экскурсия ""Чайковский. История успеха"" (по экспозиции ""П. И. Чайковский. Симфония ""Жизнь"")</p><p id="""">‍</p><p id="""">В течение всего - квест-игры (по экспозиции ""П. И. Чайковский. Симфония ""Жизнь""): ""Все искусства в гости к нам"" , ""Кто украл меч Орлеанской девы"" <em id="""">(для самостоятельного выполнения)</em></p><p id="""">‍</p><p id="""">‍</p>",https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/65cf5002a80b35d2a5226122_%D0%B1%D0%B0%D0%BD%D0%BD%D0%B5%D1%80.jpg,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/65cf24331bc926e55508531c_20180112_children_Gazprom_Christmas_2.jpg,true,Fri Feb 16 2024 00:00:00 GMT+0000 (Coordinated Universal Time)
К Всемирному дню туризма,k-vsemirnomu-dnyu-turizma,63e507244eda1e67644c7cf5,650c1601bb824cbaa9689807,Thu Sep 21 2023 10:08:01 GMT+0000 (Coordinated Universal Time),Mon Oct 16 2023 06:18:37 GMT+0000 (Coordinated Universal Time),,"<p id="""">30 сентября приглашаем детей и взрослых в «Путешествие с Чайковским. От Москвы до Нью-Йорка». &nbsp;В игровой программе вы узнаете о многочисленных поездках композитора по стране и миру, о его впечатлениях и встречах. Будут загадки, головоломки, будет звучать музыка композитора, и сувенир на память получит каждый участник программы.<br></p><p id="""">Приглашаем всех желающих принять участие и открыть для себя удивительный мир П.И. Чайковского!<br><br>Телефон: +7 (49624) 2-10-50; +7 (915) 110-43-38</p><p id="""">‍</p>",,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/650c15c3c295dc5083aefc14_%D0%B4%D0%B5%D0%BD%D1%8C%20%D1%82%D1%83%D1%80%D0%B8%D0%B7%D0%BC%D0%B01.jpg,true,
"Концерт ""Мой гений, мой ангел, мой друг..."" Замена солистов. ",koncert-moy-geniy-moy-angel-moy-drug-zamena-solistov,63e507244eda1e67644c7cf5,652a5f544611e9ca1eebb060,Sat Oct 14 2023 09:28:52 GMT+0000 (Coordinated Universal Time),Mon Oct 16 2023 06:18:29 GMT+0000 (Coordinated Universal Time),,"<p id="""">Уважаемые слушатели. В концерте ""Мой гений, мой ангел, мой друг..."" 15 октября 2023 года произошла замена солистов. Вместо Владимира Герца и Маргариты Брындиной для вас выступят Мария Ерыгина и Софья Складанная (концертмейстер).<br><br> <a href=""https://www.tchaikovsky.house/afisha/moy-geniy-moy-angel-moy-drug"">ссылка</a> </p>",,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/652a5fe9622571ba143d537b_65042ee48c0663148705a759_15.10-p-500%20(1).jpg,true,Sat Oct 14 2023 00:00:00 GMT+0000 (Coordinated Universal Time)
"Конкурс детского рисунка ""Чайковские. СемьЯ""",konkurs-detskogo-risunka-chaykovskie-semya,63e507244eda1e67644c7cf5,65fa874e5e7949c3cf635a7a,Wed Mar 20 2024 06:50:54 GMT+0000 (Coordinated Universal Time),Wed Mar 20 2024 06:50:54 GMT+0000 (Coordinated Universal Time),Wed Mar 20 2024 06:50:54 GMT+0000 (Coordinated Universal Time),"<h5 id="""">Конкурс посвящен Дню защиты детей, в рамках мероприятий по проведению Года семьи.</h5><p id="""">‍</p><h4 id="""">Тема рисунков ""Чайковские. СемьЯ"".</h4><h4 id=""""><strong id="""">с 25 апреля по 10 мая</strong></h4><p id="""">‍</p><h4 id="""">В конкурсе принимают участие дети от 5 до 15 лет.</h4><h4 id="""">Итоги проводятся по трем возрастным группам: 5 - 8 лет, 9 - 12 лет, 13 - 15 лет до 28 мая.</h4><h4 id="""">Награждение 1 июня 2024 г.</h4><p>‍</p><h5>Подробности <a href=""https://www.tchaikovsky.house/konkursy/konkurs-detskogo-risunka-chaykovskie-semya""><strong>здесь</strong></a> </h5><p>‍</p>",,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/65fa87113e8ecbbdd036e3e0_IMG_9381.jpg,false,
"ЛЕКЦИЯ ""МУЗЫКА и ПСИХОЛОГИЯ""",lekciya-muzyka-i-psihologiya,63e507244eda1e67644c7cf5,65042cca6e0a5027544621b4,Fri Sep 15 2023 10:07:06 GMT+0000 (Coordinated Universal Time),Mon Oct 16 2023 06:18:44 GMT+0000 (Coordinated Universal Time),,"<p id=""""><strong id="""">24 сентября в 11.00</strong></p><p id=""""><strong id="""">Всероссийская просветительская акция «Знание. Лекторий»</strong></p><p id=""""><strong id="""">ЛЕКЦИЯ</strong></p><p id=""""><strong id="""">МУЗЫКА и ПСИХОЛОГИЯ</strong></p><p id=""""><strong id="""">&nbsp;</strong></p><p id=""""><strong id="""">Лектор – Фисенко Анна Сергеевна, &nbsp;стажёр-исследователь, НИУ «Высшая школа экономики», Международная лаборатория позитивной психологии личности и мотивации, организатор Дней позитивной психологии в НИУ ВШЭ.</strong></p><p id=""""><strong id="""">Выставочный зал 1-го этажа</strong></p><p id=""""><strong id="""">Что делает акцию особенной?&nbsp;</strong></p><p id="""">Это стремление объединить самых талантливых и влиятельных лекторов, чьи идеи и достижения стали настоящими событиями в современной России. Это участие в интерактивных уроках, лекциях, семинарах и мастер-классах, которые станут незабываемым опытом для всех.</p><p id="""">Это не только возможность расширить свой кругозор, но и найти новых друзей и единомышленников! Вы сможете обсудить свои идеи, задать вопросы и пообщаться с экспертами в неформальной атмосфере.</p><p id="""">‍</p><p id="""">‍</p><p id=""""><a href=""https://www.afisha.ru/wl/176/api?building_id=undefined&cat_id=undefined&document_referrer=https%3A%2F%2Fwww.google.com%2F&site=tchaikovsky.house#/about/88067"" id="""">купить билет </a></p><p id="""">‍</p><p id="""">‍</p>",https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/65042bf309d9705903a9663c_24.09.jpg,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/65042bf6a7b41fb901419d37_ISJ4EaYnL70.jpg,true,Sun Sep 24 2023 00:00:00 GMT+0000 (Coordinated Universal Time)
Лекция «П.И. Чайковский и Крым» собрала научных сотрудников и посетителей музея,lekciya-p-i-chaykovskiy-i-krym-sobrala-nauchnyh-sotrudnikov-i-posetiteley-muzeya,63e507244eda1e67644c7cf5,6419e305eaa15055b83fff08,Tue Mar 21 2023 17:01:57 GMT+0000 (Coordinated Universal Time),Wed Apr 19 2023 06:13:49 GMT+0000 (Coordinated Universal Time),Wed Apr 19 2023 06:54:35 GMT+0000 (Coordinated Universal Time),"<h4 id="""">Как и многие другие музеи Подмосковья, Музей-заповедник П.И. Чайковского принял участие в фестивале «Крымская весна». </h4><p id="""">‍<br>В концертном зале собрались посетители и сотрудники, музея учёный секретарь Горбунова Н. В. прочитала лекцию «П.И. Чайковский и Крым».</p><p id="""">Петр Ильич Чайковский много путешествовал, и это были не только гастроли, но и поездки с возможностью поработать над новыми сочинениями или отдохнуть. К часто посещаемым городам относились Москва, Санкт-Петербург, европейские столицы и курорты. Крымские места в этот список не вошли. Тем не менее, в своих письмах он нередко упоминает этот живописный полуостров, и одна его поездка в Крым все же состоялась.<br>К концу XIX века крымские города приобрели большую популярность. Вдохнуть живительный морской воздух приезжали литераторы, музыканты, ученые. Известные государственные деятели создавали там уникальные дворцово-парковые комплексы.<br>В письмах Чайковский нередко упоминает своих друзей и родных, которые отдыхали в Крыму. Сам Петр Ильич тоже имел желание побывать там. Например, в письме к Н.Ф. фон Мекк из Каменки в августе 1877 года он сообщает: «… я решил провести здесь недели три, а потом, совершив поездку в Крым или куда-нибудь в другое хорошее местечко, вернуться к 1 сентября в Москву».</p><p id="""">‍</p>",https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/6419e2ff972b7b68a94efab1_%D0%BE%D0%B1%D0%BB%D0%BE%D0%B6%D0%BA%D0%B0%20%D0%BD%D0%B0%20%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B5%20%D0%BD%D0%BE%D0%B2%D0%BE%D1%81%D1%82%D0%B8.webp,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/6419e302c04c0a7a5f0c7706_Frame%2040297.webp,false,Tue Mar 21 2023 00:00:00 GMT+0000 (Coordinated Universal Time)
19 ноября Мастер-класс Алексея Лундина,master-klass-alekseya-lundina,63e507244eda1e67644c7cf5,65534661f77165f8cf9ca95e,Tue Nov 14 2023 10:05:21 GMT+0000 (Coordinated Universal Time),Tue Nov 14 2023 11:42:53 GMT+0000 (Coordinated Universal Time),Tue Nov 14 2023 11:42:53 GMT+0000 (Coordinated Universal Time),"<p id=""""><br></p><p id=""""><strong id=""""><em id="""">19 ноября в 12.00</em></strong> в рамках проекта Министерства культуры и туризма Московской области ""Детская филармония""<em id=""""> для учащихся Клинской ДШИ имени П. И. Чайковского</em> в Концертном зале музея состоится <strong id=""""><em id="""">МАСТЕР-КЛАСС</em></strong> заслуженного артиста РФ, концертмейстера Государственного камерного оркестра ""Виртуозы &nbsp;Москвы"" <strong id=""""><em id="""">АЛЕКСЕЯ ЛУНДИНА </em></strong>по специальности ""Скрипка"".<br></p>",,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/655345c19e8048bdb9355f8a_photo_5375499742924101309_y.jpg,true,Tue Nov 14 2023 00:00:00 GMT+0000 (Coordinated Universal Time)
Международная научная конференция  пройдёт в музее-заповеднике 26-27 октября 2023 года.,mezhdunarodnaya-nauchnaya-konferenciya,63e507244eda1e67644c7cf5,64e353818aa792f62297704f,Mon Aug 21 2023 12:07:29 GMT+0000 (Coordinated Universal Time),Thu Sep 14 2023 11:33:39 GMT+0000 (Coordinated Universal Time),Thu Sep 14 2023 11:33:39 GMT+0000 (Coordinated Universal Time),"<p id="""">В 2023 году исполняется 130 лет со дня смерти П. И. Чайковского. </p><p id="""">26-27 октября Государственный мемориальный музыкальный музей-заповедник П. И. Чайковского и Государственный институт искусствознания проводят традиционную ежегодную научную конференцию, посвященную творческому наследию композитора </p><p id="""">«П.И. ЧАЙКОВСКИЙ И ЕГО НАСЛЕДИЕ В XIX-XXI ВЕКАХ: ЗАБЫТОЕ И НОВОЕ»</p><p id="""">Заявки и аннотации принимаются до 9 октября 2023 года.</p><p id=""""><a href=""https://www.tchaikovsky.house/nauka/conference"" id="""">Конференции</a></p>",,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/64e353e63f1e7e519ebb0e85_%D0%BA%D0%BE%D0%BD%D1%84%D0%B5%D1%80%D0%B5%D0%BD%D1%86%D0%B8%D1%8F%2023%20(1).png,false,Mon Aug 21 2023 00:00:00 GMT+0000 (Coordinated Universal Time)
Минута молчания...,minuta-molchaniya,63e507244eda1e67644c7cf5,65fefe1dcfc552c373ea98b5,Sat Mar 23 2024 16:06:53 GMT+0000 (Coordinated Universal Time),Sat Mar 23 2024 18:12:12 GMT+0000 (Coordinated Universal Time),Sat Mar 23 2024 18:12:12 GMT+0000 (Coordinated Universal Time),"<h4 id="""">Уважаемые посетители музея-заповедника, дорогие друзья!</h4><h4 id="""">‍<br>Музей-заповедник П. И. Чайковского в память о погибших во вчерашнем теракте в Крокус Сити Холле, а также в знак солидарности нашей страны присоединяется к инициативе Союза музеев России и ИКОМ России и объявляет <strong id="""">24 марта в 12:00 минуту молчания.</strong></h4><figure class=""w-richtext-figure-type-image w-richtext-align-center"" data-rt-type=""image"" data-rt-align=""center""><div><img src=""https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/65ff1b76f2ed65221ee6d676_photo_2024-03-23_20-47-53.jpg"" loading=""lazy"" alt=""__wf_reserved_inherit""></div></figure>",,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/65fefe04b6d7ec1b27cc388c_photo_2024-03-23_18-53-02%20(1).jpg,true,Sat Mar 23 2024 00:00:00 GMT+0000 (Coordinated Universal Time)
#музеиПодмосковья #музейчайковского,muzeipodmoskovya-muzeychaykovskogo,63e507244eda1e67644c7cf5,65604f4196eeb2ce441d60c9,Fri Nov 24 2023 07:22:41 GMT+0000 (Coordinated Universal Time),Fri Nov 24 2023 07:22:41 GMT+0000 (Coordinated Universal Time),Fri Nov 24 2023 07:22:41 GMT+0000 (Coordinated Universal Time),"<p id=""""><a href=""https://vk.com/video231554911_456239419"">РОЛИК</a> #музеиПодмосковья #музейчайковского</p>",https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/65604f37973c1e5bc9512e16_2023-11-24_10-20-57.png,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/65604f37973c1e5bc9512e16_2023-11-24_10-20-57.png,false,
Музей Чайковского присоединяется к акции «День Рахманинова»,muzey-chaykovskogo-prisoedinyaetsya-k-akcii-den-rahmaninova,63e507244eda1e67644c7cf5,642422e26dda3531774e377d,Wed Mar 29 2023 11:37:06 GMT+0000 (Coordinated Universal Time),Tue Apr 18 2023 08:43:15 GMT+0000 (Coordinated Universal Time),Tue Apr 18 2023 09:10:08 GMT+0000 (Coordinated Universal Time),"<p id="""">1 апреля музей присоединяется к Всероссийской акции, посвященной празднованию 150-летия со дня рождения С. В. Рахманинова.</p><p id="""">В этот день посетителей музея Чайковского мы приглашаем в Виртуальный концертный зал, где они услышат музыкальную подборку из произведений Сергея Рахманинова.</p><p id="""">‍</p><p id="""">‍</p>",https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/642423a1c1a88b50975e447d_%D0%BE%D0%B1%D0%BB%D0%BE%D0%B6%D0%BA%D0%B0%20%D0%BD%D0%B0%20%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B5%20%D0%BD%D0%BE%D0%B2%D0%BE%D1%81%D1%82%D0%B8%20(1).webp,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/64242316c957bb455f0d4bc8_64103ef20e6db8a8e0183059_vse_romansy_rahmaninova-p-500.jpeg,true,Wed Mar 29 2023 00:00:00 GMT+0000 (Coordinated Universal Time)
Музей Чайковского присоединяется к акции «День Шаляпина»,muzey-chaykovskogo-prisoedinyaetsya-k-akcii-den-shalyapina,63e507244eda1e67644c7cf5,63e63e48b0b2b21512594594,Fri Feb 10 2023 12:53:28 GMT+0000 (Coordinated Universal Time),Thu Mar 16 2023 15:56:16 GMT+0000 (Coordinated Universal Time),Thu Mar 16 2023 15:56:24 GMT+0000 (Coordinated Universal Time),"<h4>Цель этой акции – напомнить жителям городов России &nbsp;имя и голос великого певца оперного певца.</h4><p>‍</p><p id="""">13 февраля 2023 года исполнится <strong id="""">150 лет со дня рождения Федора Ивановича Шаляпина</strong>.</p><blockquote id="""">В этот день посетителей музея Чайковского мы приглашаем в концертный зал, где вы услышите аудиозаписи музыкальных произведений, исполненных Федором Шаляпиным.</blockquote><p id="""">Акция проводится по инициативе Санкт-Петербургского государственного музея театрального и музыкального искусства при поддержке Российского национального музея музыки.</p><p>‍</p>",https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/63e63e44119027a93a726c20_image%2070.webp,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/63ecca91859f6a7a4424d6c6_%D1%88%D0%B0%D0%BB%D1%8F%D0%BF%D0%B8%D0%BD-2.webp,false,Thu Feb 02 2023 00:00:00 GMT+0000 (Coordinated Universal Time)
На сцене концертного зала музея выступили лауреаты и члены жюри XI Международного юношеского конкурса им. П.И. Чайковского,na-scene-koncertnogo-zala-muzeya-vystupili-laureaty-i-chleny-zhyuri-xi-mezhdunarodnogo-yunosheskogo-konkursa-im-p-i-chaykovskogo,63e507244eda1e67644c7cf5,63e63b4a4d4171bfd2762b80,Fri Feb 10 2023 12:40:42 GMT+0000 (Coordinated Universal Time),Wed Apr 19 2023 11:49:41 GMT+0000 (Coordinated Universal Time),Wed Apr 19 2023 11:58:12 GMT+0000 (Coordinated Universal Time),"<h4>Мероприятие было посвящено 30-летию конкурса.</h4><p>‍</p><p id="""">На сцене Государственного мемориального музыкальный музея-заповедника П. И. Чайковского в рамках XI международного юношеского конкурса прошел торжественный концерт, посвященный 30-летней истории одного из самых серьезных творческих соревнований для молодых музыкантов. В программе концерта приняли участие юные лауреаты и признанные артисты из состава жюри конкурса.</p><p id="""">С 9 по 14 января в Москве и Санкт-Петербурге прошли финальные прослушивания XI Международного юношеского конкурса имени П. И. Чайковского. В этом году в трех номинациях конкурса («Фортепиано», «Скрипка», «Виолончель») приняли участие 128 музыкантов из 14 стран. В финал прошли 27 музыкантов из России, Китая, Республики Корея и США. В состав жюри конкурса вошли 36 выдающихся музыкантов, педагогов и деятелей музыкального искусства из 13 стран мира.</p><blockquote id="""">В рамках конкурса молодые музыканты не только репетировали с оркестром и готовились к одному из самых серьезных испытаний в своей жизни, но находили время для участия в различных мероприятиях, организованных Ассоциацией лауреатов Международного конкурса имени П. И. Чайковского.</blockquote><p id="""">На концерте в музее-заповеднике выступили лауреат III премии по специальности «Виолончель» Николас Вонг из США, лауреат V премии по специальности «Скрипка» Суён Ким из Республики Корея, а также лауреат II премии по специальности «Фортепиано» Хаолунь Сунь. Юные финалисты представили публике произведения Чайковского, выбранные для конкурсной программы.</p><p id="""">От звездного состава жюри были представлены Заслуженный артист России Алексей Васильев и лауреат I премии IX Международного юношеского конкурса им. П. И. Чайковского Анастасия Ушакова, Суах Е (Корея), Юджин Каваи (Япония), Заслуженная артистка Республики Узбекистан Сайёра Гафурова и Заслуженный артист России Сергей Кравченко.</p><p id=""""> </p><p id=""""><strong>СПРАВКА:</strong> Международный юношеский конкурс имени П. И. Чайковского, основанный в 1992 году – крупнейшее профессиональное соревнование для молодых музыкантов по специальностям «фортепиано», «скрипка», «виолончель». За свою 30-летнюю историю конкурс проводился в 6 странах (Россия, Казахстан, Япония, Китай, Р. Корея, Япония, Швейцария) и 9 городах. XI Международный юношеский конкурс имени П. И. Чайковского проводится Ассоциацией лауреатов Международного конкурса имени П. И. Чайковского при поддержке Министерства культуры РФ, Московской государственной консерватории им. П. И. Чайковского, Санкт-Петербургской государственной консерватории им. Н. А. Римского-Корсакова, Российской академии музыки имени Гнесиных и Государственного Мемориального музыкального музея-заповедника П. И. Чайковского</p><p>‍</p>",https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/63e63b408380e63a1915536f_DSC_1534.webp,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/63ecc8fd15389e1499e18922_%D0%BD%D0%BE%D0%B2%D0%BE%D1%81%D1%82%D1%8C-1.webp,false,Mon Jan 16 2023 00:00:00 GMT+0000 (Coordinated Universal Time)
